Palavra, N
pragmatical,9
rushed,6
betrayer,4
aggravation,13
deluding,3
tricking,1
regardful,4
scrawled,1
snatches,1
seducer,14
cautious,6
enrolled,3
repenters,1
fronting,3
stinginess,1
mindful,2
parleying,1
heel,5
bolt,10
pistols,4
guns,3
swifter,3
cautiously,3
blunderbusses,1
strides,3
gait,4
gaits,1
hedges,1
valiant,4
parley,6
gravel,2
stones,7
peas,1
slily,2
quicken,4
scent,2
hereby,11
recompense,6
vixen,23
shalt,36
esquier,1
honner,89
honnered,2
confesse,1
intricket,1
littel,2
stepps,2
grate,5
sarvise,1
upp,1
inne,3
ambishion,1
honnerable,1
wil,1
stingie,1
mayhap,5
deareste,1
trubble,1
promissed,1
contriveing,1
mischiff,1
verry,7
mischevous,1
plese,8
clene,2
plane,7
althoff,6
honnest,3
principels,1
pressepts,1
commending,1
forgetting,5
plases,1
inherritanses,1
sarving,1
agenst,1
conshence,1
howsomever,3
fesseshious,1
enuff,2
te,8
vere,1
natheless,4
iff,4
angre,1
bete,1
colde,2
shift,8
throe,1
reseit,1
shrewish,1
encurrege,1
wed,7
knoed,2
honnestly,1
handy,1
turnes,1
mought,3
espessially,1
landlady,11
wonce,2
moer,1
parden,1
promissing,1
dilligence,1
exsackness,1
reste,1
dewtiful,1
sarvant,6
combination,2
unknowing,1
precautions,13
rubicon,2
implacables,6
tardy,5
renovation,1
abhorred,15
erected,4
temple,4
transition,3
hurries,4
diffidencies,1
fogs,1
disperse,2
drove,9
gallop,4
rapturous,1
overflowing,3
galloping,3
traced,4
blandishments,4
hood,8
foam,4
gaping,6
showed,63
fastening,1
flood,7
conducting,2
travelling,7
unapprehensiveness,1
berks,13
safest,4
meaner,3
comer,3
excited,9
herfordshire,1
peevish,5
proclaiming,1
bled,6
essential,11
methodically,1
product,5
looms,1
wronged,4
excessive,3
threateners,1
determinations,1
disease,9
audaciousness,1
oppressions,1
indignantly,5
credulity,18
impetus,1
manageable,1
conditioned,3
sacredly,3
unrequired,1
subsequent,7
detaining,5
paradise,3
growing,6
sealing,3
noticed,3
punctilios,2
decorums,3
horror,14
seducers,1
maidservant,2
cloke,5
forethought,6
berkshire,13
apprise,1
teller,1
osgood,8
soho,10
impatiently,11
hastened,17
cook,6
innkeepers,2
trooper,3
confidently,6
abashed,3
troopers,1
swearing,3
officers,7
chastise,3
chastisement,1
cursing,7
punish,34
fiend,5
urgent,9
riding,10
apartments,32
distinct,6
despairing,4
stocked,1
thriving,1
vie,2
shakespeare,8
rattling,3
eloquence,13
preconcerted,5
inconsiderateness,2
elate,1
adorns,2
exalts,3
pedlary,1
illustrious,5
eastern,7
brethren,11
rejoin,1
inhumanity,2
brightness,2
unprepared,8
trod,3
undress,6
elegance,11
surpasses,2
surpassing,3
sketch,10
wax,13
soundness,1
launch,4
skins,2
illustriously,2
lily,7
snow,4
whited,1
meandring,1
wavy,1
ringlets,4
powder,9
defying,4
wantoning,3
beautiful,15
brussels,4
mob,7
peculiarly,2
sky,1
blue,8
illustrated,4
hardily,1
temperance,3
vigour,10
primrose,1
paduasoy,1
cuffs,1
robins,1
curiously,2
embroidered,1
arachne,1
violets,1
flowers,13
diamond,15
snaps,1
inimitable,22
bounding,7
sattin,2
quilted,3
braided,1
prettiest,2
buckles,5
muffs,1
fashions,5
uncovered,1
undrawn,1
feminine,2
starry,2
dazzling,5
languor,1
agitations,7
slain,5
intruders,1
winged,2
pace,9
agitated,4
outstripping,2
flying,22
hah,14
popt,7
ailed,7
knewest,7
repine,5
suspectest,1
vigilence,1
provokest,1
decrees,2
governor,5
rear,2
stratagems,11
fortress,2
shouldst,29
oaths,19
par,12
pleadest,3
imply,9
warfare,5
amorous,10
mistrusts,5
upbraidings,6
humiliations,1
varlet,37
disappointing,2
ravings,9
faithless,2
forsworn,2
combatants,1
placable,3
outwit,3
vigilant,9
taller,2
scorched,3
brushed,2
star,5
buffeting,1
awake,11
rememberest,4
restriction,5
memoranda,7
lovest,4
radiant,2
vapouring,1
sap,2
initial,1
yonker,1
inclinings,1
track,3
connection,8
accuracy,3
imperial,12
extenuate,8
unsparingly,1
bustling,4
incumbent,6
guardianship,1
pucker,1
blowed,1
dressing,17
starched,4
dishabille,4
primed,5
mediated,2
fusty,2
marched,3
reservedness,1
dreaming,2
sleeping,8
waking,10
unworthiest,1
twere,2
thunders,1
harlowed,1
argus,2
attacks,5
unhoping,2
river,4
renouncing,3
restoration,9
agency,2
cheating,4
posse,2
tracks,1
lamentation,4
conceptions,3
dissuaded,3
filmer,1
husbandman,2
finch,2
soberton,1
ticklish,1
bustlings,1
glum,3
scorns,1
sixty,3
extort,5
observable,4
mediate,4
accommodation,8
unsullied,4
console,3
perplexities,1
conflicting,2
victory,14
harrow,3
scribbling,8
friendless,13
severest,6
gracious,15
interim,11
dissembler,3
reconsidering,1
elaborate,6
influences,3
weakened,9
desert,13
offender,10
indiscriminately,2
leaven,1
joyfully,4
apr,4
relenting,5
widening,3
miscellany,1
inns,3
sorling,2
extracted,6
embellish,1
alighted,14
jaw,2
goggling,4
beholding,2
majesty,15
composedly,1
cattle,2
smoke,4
repulsively,1
ovid,8
metamorphoses,3
wintered,1
upbraids,1
alt,1
tub,3
whale,3
uttering,7
interpretations,1
innumerable,3
haughtinesses,1
didst,33
wishest,2
majestic,5
hymeneal,2
scenery,3
enterprize,3
awaken,4
contemptibly,1
cuts,7
granting,4
saluted,3
ultimatum,1
topt,2
veins,5
unprovided,2
assented,5
gloriously,11
paragr,5
excursions,4
tampering,2
confraternity,8
tiring,1
dowagers,2
biased,2
chaplain,7
reads,6
frail,9
unapprehensive,4
confoundedly,19
spiritful,1
materials,7
clever,13
ripening,2
pecuniaries,1
borrowing,1
helps,8
muse,2
lt,36
parliament,9
huntingford,1
esquire,3
traveling,3
hertford,2
naming,15
deservest,5
awkward,18
cleverer,2
awkwardness,6
befriends,1
sightly,1
felicitate,1
infidel,12
banish,19
greedily,2
streets,11
sooty,1
sweeper,2
brush,3
shovel,1
blushed,5
innocently,4
removes,2
rhodamantade,1
gloriana,4
myrmidons,1
skirts,3
infectious,2
threads,2
crush,1
toils,5
invader,2
buz,3
insect,1
covers,3
bowel,1
spun,1
leg,14
suspends,1
spectacle,6
exulted,1
stalking,9
cell,1
glotes,1
preys,1
vitals,2
quadrates,1
spiders,1
centre,3
war,8
sculk,1
hypocritical,3
screen,10
numbers,20
safer,3
adventurer,1
intentionally,2
augmentation,2
breakers,2
keepers,1
race,8
cluster,1
bees,1
valour,2
serene,20
blusterer,1
mustering,1
remembrances,8
escutcheon,1
synagogue,1
lattices,1
dedications,1
swithin,1
stephen,3
appropriated,7
santa,4
catharina,1
maria,1
margaretta,1
clodius,3
portia,1
pompeia,1
cato,2
excurse,1
usedst,4
likedst,1
recordation,1
needest,4
reaped,2
adorations,1
rambled,2
collected,14
verboseness,1
bordered,1
plainest,3
demeanor,1
impertinency,1
disregarded,2
reconcilable,1
badly,3
suprising,1
egregious,6
gossiping,3
dominions,3
seducing,7
infringe,1
prefaced,3
paraded,2
apologies,9
solemnization,4
pave,2
signs,6
nonsensical,3
luckier,1
wonderment,1
assiduously,2
trenches,2
spent,10
computation,1
kites,3
lark,3
lure,4
reversing,1
nat,3
lee,4
madman,6
daws,1
crows,1
widgeons,1
abased,1
madest,2
aims,5
remunerates,1
assertedst,1
delicacies,3
outwitting,1
webs,2
entanglement,1
unnumbered,1
torments,9
contentest,1
growl,1
bone,4
rouse,2
trebly,3
cambrick,1
salvation,4
flows,2
captive,3
diminish,6
thins,1
acquiescing,2
irrevocable,5
clouds,8
talented,1
mantle,7
resolvest,2
rigorously,2
publication,4
equals,4
inferiors,5
blushing,8
askest,16
quavers,1
suppress,11
underhand,1
tenth,2
lovelaces,12
lick,3
dust,11
nobility,2
ennobled,1
sprang,2
nicer,1
temptations,13
creed,4
impeccability,1
calamity,21
bulwark,1
paragon,5
bruit,2
touchstone,1
avaunt,2
miscall,1
corrupter,1
cheerest,1
detached,2
interlardment,1
tempter,4
arguer,2
acquital,1
misled,11
rivetted,2
candour,4
lurking,8
results,2
affirmative,5
conditioning,3
improbably,2
enterprizers,1
chastity,6
unsuspectible,1
obtruding,2
possessions,4
participation,2
triumphant,13
entries,1
rome,8
bald,2
lecher,1
citizens,2
repudiate,1
prouder,2
ancestry,3
pure,34
tests,5
annihilate,1
trail,1
attain,1
condemnatory,1
instigator,2
candid,4
rinaldo,2
ariosto,3
mantua,4
cup,9
detecting,5
chaste,6
spilling,1
snake,2
dove,8
establishment,3
swerve,5
adamant,3
rogues,11
rapture,12
symmetry,1
vernal,1
attracts,2
tripping,3
harbourer,1
overpower,1
circulation,3
cabala,1
harmonized,1
disobeyed,4
longing,9
ambling,2
frequenter,1
trumpet,4
accusations,10
overruled,1
blushes,12
observances,2
veil,6
partake,7
bleed,5
temporarily,7
critically,1
imperatives,1
implies,6
warned,13
outcry,2
premeditation,15
shuffling,1
unsatisfactory,1
lamenting,7
unaccounted,1
candidly,2
scorned,2
bribing,1
employers,2
honourableness,1
pivot,2
uninterrupted,6
egress,1
astonishment,14
revoked,5
immovably,4
undiscovered,2
sincerer,2
phyllirea,1
racked,1
brain,8
chances,4
enormities,5
unpunished,2
engines,6
schemer,1
decree,4
complicated,8
seemingly,7
unmeaning,3
enterprises,4
hitting,3
fearlessness,1
partner,8
disregard,1
sanctions,9
toads,3
regions,5
concedence,1
derivation,3
precise,3
gunpowder,3
dint,2
dea,1
bona,2
genial,3
aids,4
offspring,4
fellowesses,1
hungry,4
hound,1
delicious,1
froth,4
vermilion,1
jaws,7
tiresias,1
immodest,2
slyest,1
philosophers,3
comparable,1
socrates,4
solomon,8
remembrest,5
mon,1
wisest,11
uninspired,1
ecclesiasticus,1
chap,1
mildly,2
involve,2
breathed,2
advisable,3
windsor,23
oxford,5
staying,10
usefulness,5
alacrity,3
forest,2
banker,9
civilly,6
castle,4
canon,4
subscribed,1
recommending,7
pursuits,7
vagaries,2
shaftesbury,1
whetstone,1
clergy,9
disown,2
perfectionists,1
modus,1
operation,9
profession,11
darkness,21
expanded,2
hung,12
drop,21
dangerously,8
baring,2
scar,4
effusion,2
artery,1
obstinately,1
verses,9
advantaged,1
graver,4
persevered,1
tide,3
rowe,10
ulysses,2
habitual,5
sorrows,4
ere,5
tasted,3
unmortified,2
condign,4
dart,5
harbour,2
injurious,5
unfixedness,1
overreached,1
risking,1
sorrowfully,4
robbest,1
admirest,1
indistinction,1
acquits,4
extol,2
overthrow,4
sagacious,8
expatiatingly,1
secreted,1
intrepidity,10
serenity,15
pop,12
novicehood,1
maturity,3
doubter,1
advices,4
cones,1
heexpresses,1
confiding,6
jonas,1
guards,6
attendants,7
congratulatory,6
nomination,4
benefiting,1
served,17
farmer,5
exploits,1
army,6
roguery,8
outwitted,9
nostrum,2
mongership,1
pretender,2
surface,3
skimmer,1
drown,7
virago,9
raiment,3
accommodating,1
pecuniary,5
periods,9
calf,1
cow,3
belly,2
lands,2
tenures,1
fence,2
clamoured,3
repairs,2
bumpkin,1
leers,2
gybes,1
conferring,4
strutting,6
cock,5
chuck,5
ing,7
barley,2
corn,5
chucking,4
feathered,5
strive,2
signor,2
foremost,2
pearl,2
struts,1
crest,3
cling,1
sweeping,4
cowering,1
tail,2
rheumatic,3
confines,2
relish,8
sallies,4
monitress,5
jog,1
comprehend,4
pathos,2
livers,8
hypocrites,3
lapses,1
staggers,1
blunts,1
seductions,4
quest,4
divined,1
transported,1
confounds,5
burning,9
drowning,8
distrust,4
daintiness,1
dishearten,1
villany,45
yoked,2
adventures,5
petulant,4
inculcated,3
adventure,4
divers,6
dissuading,1
redness,3
montagues,3
occurrence,6
warmer,5
inconveniences,1
litigating,1
ardently,9
empower,2
hemm,4
pausing,9
irritated,1
capricious,2
exempts,1
preliminary,3
damn,12
drawling,2
undermine,1
inevitable,4
affrontingly,1
revived,11
decried,1
accusers,3
unfaulty,2
poisoned,4
eaves,1
imperfect,7
ungentlemanly,3
redundant,1
voluble,1
unmanageable,3
mould,2
halter,5
penance,5
prostration,8
servile,2
spurning,2
devoured,4
camelion,2
variable,2
humiliation,4
aspersed,2
pledge,3
magnificent,1
felicitating,1
wishers,5
fable,9
owners,3
admitting,6
externally,1
uninvaded,2
retirements,9
bequeath,40
bounties,1
subsides,1
generality,12
alluded,1
repenteth,1
ninety,4
luke,2
parable,2
erroneously,1
stumbled,2
ancient,11
popped,1
denunciations,2
slap,4
dash,5
unceremoniously,1
chairman,6
overturn,2
paul,16
noviciate,2
tumble,4
risked,3
indian,4
errs,1
cemented,1
termed,2
deliberate,9
deficient,1
breeding,6
colouring,1
swan,2
discernment,2
spontaneous,1
attainment,3
failures,1
angelic,12
studying,6
enflame,1
runaway,2
canons,1
publicness,1
disinclined,1
watchers,1
obstacle,2
neutral,1
improperly,3
depraved,4
behove,3
vermin,3
pedigree,1
stedfastness,1
accommodated,4
blackest,7
quarreled,2
irreconcilables,1
balmy,3
comforts,18
salutations,2
tradesman,4
conveniences,2
traders,7
dealers,3
pins,6
penny,7
customer,5
consisting,2
invasion,1
defeat,2
clothed,2
groans,6
antonio,2
perez,2
vapour,3
juan,2
de,11
escovedo,1
assassinated,2
viler,10
gedde,1
tracts,2
sarcastic,2
tempest,3
herod,3
mariamne,2
rapid,3
convertible,1
devour,5
semele,1
thunderer,1
glasses,9
scorch,3
cinder,1
misgiven,1
gust,1
initiatory,4
pitchfork,1
seasonably,9
oons,4
collects,1
inseparable,5
puppet,2
faggot,1
justices,1
warrants,5
thunder,3
malignant,5
exuberant,1
cough,5
befriended,1
indifferenced,1
idling,1
decreed,2
tested,1
whiner,1
lambent,1
reciprocality,1
sanctifies,3
dig,5
nottingham,1
plaguy,40
squeamish,6
qualms,8
corruptible,1
inclusive,1
spoil,3
humbler,1
sagely,1
listen,7
yoke,10
intermingled,6
rubs,2
sleepy,5
productive,1
turbulence,1
heroines,1
submissive,4
whine,7
humdrum,1
ball,11
raquet,1
reconciliations,1
verify,2
dangler,2
withheld,14
pacifiers,1
counterbalances,1
reposed,3
disinherit,3
contended,5
homage,2
underrated,1
balanced,1
delayed,9
orson,1
antidoted,1
detractor,1
proposer,2
cunninger,1
cash,6
excelled,7
unchain,1
baby,3
disagreement,3
falsify,1
prevaricate,2
surmisings,1
encomiums,2
paralytic,4
mercer,7
street,73
covent,16
norfolk,3
cecil,4
thames,1
surrey,1
hills,1
inviting,8
dover,9
relict,4
lodgers,5
inner,11
genteelest,2
elegantly,4
outer,1
vases,1
pots,2
bedchambers,1
preferment,6
ireland,1
bragged,1
bulk,4
sour,3
hanover,1
grosvenor,1
uxbridge,9
vote,4
diversions,19
couched,4
anticipated,2
farcical,1
dean,2
sagaciously,1
pondering,1
overmatched,3
unpractised,2
cassandras,1
preach,4
instructresses,1
keenest,1
fallacy,2
mistrusting,4
pho,4
peccadilla,1
apprizing,2
directing,14
objectest,1
dunce,3
elephant,2
mightier,1
proboscis,1
dolemanic,1
digested,1
highland,1
extraction,2
scot,2
providences,2
affronted,6
ship,15
sail,8
hull,1
leith,3
prosecution,15
hanged,15
tennis,1
discretions,1
heaped,3
almoner,1
adds,13
benefactions,1
tent,1
dislikings,1
animate,3
precedence,1
suchlike,1
espouses,2
resents,11
extenuated,1
undivided,1
supine,1
hartley,4
insignificant,3
resting,2
stud,1
besom,1
filling,3
sweep,3
lumber,1
rounds,1
bills,8
wasted,1
sphere,4
amiably,1
respectably,1
flushed,1
frugal,4
middling,8
enlarged,6
edifying,3
annex,1
derogating,4
slapped,2
unthought,2
cramp,3
inferences,1
strained,2
deductions,1
haled,1
canvassing,1
distressing,2
infection,8
unshaken,2
casualty,1
tearing,6
anterior,1
sixteen,3
disreputation,3
multiply,3
doubled,3
stature,7
dams,2
abrogating,1
safeguard,1
vultures,3
hawks,2
hover,1
guardians,11
protectors,3
denier,1
strenuous,1
tenaciousness,1
disobedient,1
poignancy,2
embitter,2
survivor,6
superciliousness,1
unlock,6
enters,7
magisterial,1
consort,1
teachers,1
attainments,5
correcting,3
casuist,3
disburden,1
diversion,9
befalls,3
expands,2
ductile,3
evaporates,1
compact,2
inspiriting,1
scoff,4
indiscreetly,2
cramping,1
cramped,1
unhandsomely,2
unprepossessedly,1
basis,4
subjoined,2
affectations,1
curvings,1
deferred,9
reprehensive,1
winced,2
approving,6
dazzle,1
heartless,2
imposition,3
exchange,9
expansion,1
generation,4
scrupulousness,6
brayings,1
da,1
dam,4
nails,4
charging,1
interdict,1
significant,8
upright,7
evasions,1
ana,1
pad,1
nag,2
tete,2
conveyor,1
plumes,1
peasant,3
wolf,6
chicken,8
pecking,4
ado,10
pet,4
insulter,3
peck,1
beast,13
scots,4
vessel,13
whet,4
volubly,1
preferences,1
startled,11
reproachful,5
prohibitory,4
declarative,1
streight,2
discountenanced,2
apologizing,5
fretted,2
irreconcilableness,3
forgave,2
remotest,4
bitterest,3
salving,1
fearlessly,2
edgware,12
taper,3
singed,2
untried,2
suddenness,3
wrap,6
tending,2
teaser,2
articulate,2
trickling,4
encircled,2
waist,6
fiercer,3
lustre,6
applaud,8
uncontending,2
aspirations,10
empress,5
customary,3
visibles,1
equality,3
dispensation,9
ascription,1
fainter,5
procrastinations,1
mediatress,1
kno,6
emploied,1
bisness,2
gitt,1
evidense,2
com,3
cuzzen,7
partes,1
younge,15
leafe,1
tacks,2
consarning,1
batirton,5
notingam,1
crature,2
belike,2
macking,2
derely,1
tacken,1
shase,2
fet,1
thote,2
braute,1
harde,2
passe,2
frends,1
founde,1
prossekutid,2
broute,1
lyin,1
lanquitched,1
hedd,8
reporte,2
squier,1
speke,1
heere,2
mistriss,1
humbelly,1
beseche,1
kinde,2
fethful,2
deerest,4
brake,1
harte,6
dedes,1
bringe,1
dere,1
prayey,3
pressent,1
cumm,1
agen,2
actile,1
hier,1
frendes,1
titus,6
ses,1
furste,1
honist,1
brocke,1
carackter,1
willinger,3
talck,2
pit,7
lossed,1
furr,1
plesed,2
thinck,1
condemnation,14
shreeve,1
acquent,1
sarve,3
nottingam,1
mackes,2
gin,4
stirring,6
coles,1
gentilfolkes,1
varience,1
throtes,1
trewe,1
gis,2
es,1
invenshon,4
els,1
nathaless,1
agoing,1
faver,1
knone,1
seemes,1
fase,2
capten,2
whispred,1
seelie,1
sarvante,1
shoulde,1
mischeff,2
affeard,1
whatsomever,1
desarve,1
accounte,1
bounden,1
longest,7
sowe,1
gesting,2
serus,1
humered,1
licke,1
beans,1
talke,1
fokes,1
snubbed,1
underlings,2
snub,3
oursells,1
sarvants,1
hartes,1
partinens,1
encourag,1
prems,3
sarvice,2
affearde,1
peple,1
harme,2
wonderous,1
smites,1
taute,1
squires,1
hardhearted,1
sayes,1
clere,1
fere,2
blacken,1
briber,1
doubte,1
tha,1
vild,1
soil,5
endes,1
ff,1
pelf,1
loos,1
skrittuer,1
reppentence,1
ignorens,1
fetheful,1
dewtie,1
forecast,2
frolic,3
sensual,8
coursing,1
barn,3
chick,2
eating,5
mid,3
childbed,3
dears,5
rapes,7
bettertons,1
sow,3
grudges,3
endears,1
process,3
indictment,7
squeamishness,2
boil,1
hearest,2
widened,4
venomous,3
boiling,3
thirsts,2
crew,13
overjoyed,4
jangling,1
msicheif,1
scents,1
gratuities,1
faithfully,6
housekeeping,1
drinking,5
crowns,1
miscarried,4
imprudence,1
retrievable,2
reprobated,2
eclaircissment,1
tacitly,8
israelitish,1
hankerings,3
egyptian,2
onion,2
testified,1
humoursome,2
governors,2
presumptuous,15
drives,4
exasperating,3
unseasonably,3
jemmy,4
rail,3
witted,4
entertainer,1
wentest,2
unequalled,2
deterred,2
insultest,1
acceptation,1
owest,1
receivedst,1
depth,8
scheming,1
implements,2
inexperienced,3
unacquainted,3
remorseless,11
snail,3
inviter,1
shell,3
attempter,4
brittle,1
compounds,1
imaginest,11
thankest,1
makest,5
contradictorily,1
demonstrated,8
warp,1
plighted,3
panther,1
proposition,1
lettest,2
dislikest,1
elf,1
diseases,4
legitimate,5
progeny,2
tenure,5
callest,13
propagate,6
doubters,1
goest,2
chalked,4
tread,9
deferring,2
forwarded,2
j,29
informations,9
killing,4
deprecated,1
fount,1
dinings,1
imprecations,3
retrieved,2
upshot,2
senate,2
mortifyingly,1
annihilation,3
conqueror,8
purest,2
immiscible,1
destroyer,9
troubled,11
relented,2
ultimately,3
shafts,2
authorizing,2
unrelenting,1
awakened,6
extends,1
likeliest,3
range,3
elopement,11
imprecated,2
giddier,1
vandyke,3
nailed,1
renounces,2
questionless,2
beggar,4
shares,1
comforted,12
despond,10
inhuman,14
blasted,3
malignity,1
outrageousness,1
exceed,4
malediction,20
bug,1
announced,2
wrongs,36
palpable,3
suspence,2
disavowed,1
surprize,5
aptly,1
mediator,5
infatuated,1
glimmering,1
execrations,10
diffidently,1
spiritedness,3
desolate,12
consolatory,3
unhinged,3
shroud,3
stagnating,1
rightest,2
tantamount,3
decliner,1
solemnized,11
grey,5
hairs,1
treads,1
hobbles,1
ungracefully,1
straight,1
diverts,2
slumbers,4
proudest,2
ach,2
glided,1
serenely,3
seasons,2
varying,1
protested,5
ungratefullest,2
revising,1
catechise,2
catechised,1
yards,1
hallooing,1
subscribes,1
sustain,4
insert,1
unaptly,1
inclinable,6
unyielding,3
raqueted,1
outlived,1
everyone,1
conceits,1
weaving,1
miner,1
spreading,6
fowler,1
pioneers,1
stormed,2
plumb,4
booty,7
indissoluble,2
complex,2
transgressions,4
stimulate,5
coalition,1
retrograde,5
postpones,1
dealest,2
aimest,2
marvellous,1
soaring,1
upward,2
sublunaries,1
aching,4
reins,5
curser,1
transmitter,1
extending,2
utterance,4
quinsy,1
gullet,1
choked,8
execrator,1
endearments,1
cherish,6
benefaction,1
tellest,11
takest,4
syllable,4
invalidated,2
sterling,3
settest,2
homer,3
champions,1
knocked,6
presumest,1
invalidate,2
grandmothers,3
transcendent,5
mal,2
propos,5
designest,1
methinkst,1
loop,3
choking,2
commotions,1
triangular,1
blossom,6
ruffling,2
control,3
indulging,4
admiring,12
reposing,1
execrable,21
bespeaking,3
puttest,5
ranging,2
bee,3
niobe,1
vine,3
weeps,3
curls,2
joyless,3
inquietudes,1
dozing,3
nodding,4
quotation,4
leered,2
beacons,1
harmonious,3
mollifies,1
enervates,2
implores,2
soother,1
landed,3
sloth,1
toil,2
impossibility,1
glooms,1
brighter,7
wondrously,1
fairer,4
blossoms,2
edgeware,4
cue,12
deb,2
butler,1
courteous,5
wary,1
gratification,3
absorbed,3
shrunk,3
sympathies,1
consummation,7
transcends,1
acquirement,2
frosty,3
nipt,4
easterly,1
bought,11
barnet,5
december,3
breakfasts,2
stimulated,5
fretchville,43
collation,12
partington,53
sabbath,2
institution,3
startles,1
nathan,2
prophet,3
interprets,1
interpret,1
dates,7
savagely,2
compeer,1
eaten,7
swayed,1
mennell,31
ballast,2
bags,2
quarrelsome,3
wheatly,2
overplotted,2
differs,2
sketches,2
apostrophe,4
encouragements,1
evades,1
examines,2
penetrable,1
insinuates,2
deduces,1
hardheartedness,1
repulsing,6
steel,7
rock,5
afresh,3
delays,22
inflames,2
ridicules,5
physicians,11
impolicy,1
seduction,9
crowning,2
contrives,1
overhear,1
platonic,4
tragedies,12
comedy,6
nymphs,25
heedlessness,3
venice,6
townsend,47
goods,12
trembles,1
encroachments,2
saucer,2
romping,4
embarrass,4
fancies,5
remorses,13
aid,11
tribe,7
milch,2
cows,2
perusing,6
inquires,3
counsellor,10
williams,8
petto,3
extract,2
impertinently,2
successor,3
harlots,3
marquis,2
neatly,2
kinswomen,5
lessens,3
doubles,1
commented,1
winking,5
respectfulness,2
rooms,11
conveniently,3
embarks,1
suppers,1
particularities,2
stanhope,1
gospels,1
tillotson,1
south,2
sermons,3
nelson,2
feasts,1
fasts,1
sacramental,1
bishop,7
gauden,2
exeter,1
inett,1
devout,1
telemachus,1
cibber,1
tatlers,2
spectators,5
pope,4
addison,6
mary,3
embarrassment,1
selves,2
precipitate,6
rotherhithe,3
obliquity,1
preliminarily,1
betrothed,5
unsay,1
distrusting,1
undressed,4
inspected,2
fastenings,4
extolled,3
laetitia,5
beaumont,6
wilson,28
carefully,2
higler,1
simon,8
collins,20
mondays,1
wednesdays,1
fridays,1
forthcoming,4
narrowly,4
sealings,2
passively,2
untruth,8
accelerating,1
adjust,4
gracefully,1
travelled,8
wetted,1
complimenters,1
diffidences,5
stealth,2
glances,1
ocular,2
forwardly,1
beds,6
overspreads,3
surname,2
soldiery,1
scipio,2
scandalous,3
leering,3
rebuking,1
anne,3
bloomsbury,2
oftenest,3
preaching,8
territory,1
invisible,2
contrite,6
scores,5
numberless,6
theatrical,1
spouse,49
congreve,2
decrepid,1
sweets,2
encored,1
meals,4
silences,1
weaknesses,4
supping,2
acquiescent,3
darken,2
fairest,5
poignantly,1
unseared,1
torment,16
descending,4
quivering,3
vassals,4
entanglements,1
amour,1
aided,3
craven,2
whined,1
blasphemous,1
mutter,1
drunk,2
voracious,1
scenes,25
familiarize,3
hovering,1
squares,4
befitting,1
banishing,1
tonight,1
inconsolable,10
saloon,1
stables,1
chancery,7
ensure,3
solcombe,1
anthony,2
holmes,1
lifetime,3
orator,2
commons,11
harangue,3
furnishing,4
shocks,2
fictitious,3
operations,6
prognostic,1
crept,4
realized,3
beamy,3
puritanical,1
minces,1
prims,1
hams,1
limbered,1
crossed,6
quadrille,1
cards,5
dreamt,4
snap,1
esquires,2
lieutenant,2
blunderers,2
familiarities,3
capacities,2
vouchers,1
hearsay,4
confirmers,1
suspectible,1
woollen,2
draper,3
strand,2
diligently,2
regulator,1
allegiance,4
priscilla,3
jew,2
extravagance,3
turkey,2
merchant,2
collateral,2
surviving,2
alderman,1
dowager,9
governante,1
pris,1
holden,3
pates,1
clogged,1
circumstantials,1
varlets,17
deceiving,5
toes,2
elbows,2
ministers,4
obscenely,3
prisc,1
obscenity,4
entendre,4
wounding,5
saints,4
destroyed,9
theories,1
experimentals,1
ore,2
digging,1
risquing,1
scarce,1
napping,1
uncivil,5
eel,1
riggling,1
shot,7
muddy,2
evidences,2
jet,3
sandoun,1
magdalen,3
spinster,3
complainant,2
repugnance,3
contemplative,3
revolvings,1
tanta,1
ra,3
bonnets,1
auditor,1
wander,1
beautifully,2
multitudes,3
rational,2
sting,5
stings,7
attaching,1
engrossing,4
stalls,1
ewe,2
adultery,3
uriah,1
bathsheba,1
topped,1
woolen,1
surprizes,2
lodged,9
parthian,1
tipping,1
twirls,2
ranting,1
temptest,1
loveliness,5
substituted,3
frozen,5
thawed,1
adages,2
ivory,3
coral,2
fabric,2
lodges,7
pile,1
op,1
rs,1
unsully,1
softness,7
sweetest,6
seasonableness,1
commends,3
sermon,6
peremptorily,2
stations,2
easiest,3
entertaining,8
degrade,3
foresees,1
outlines,1
histories,4
prople,1
simperings,2
indicated,4
foppishly,1
drinks,1
games,1
bloated,9
irregularities,1
consumption,1
denote,2
lungs,3
merry,11
jests,6
symptoms,6
languages,5
fluently,1
tall,3
boned,3
dent,1
skull,2
seamed,1
romancing,3
avers,3
religions,1
bespeaks,2
dances,3
sing,21
italian,9
songs,2
insufferably,1
hyperbolical,1
insincerity,2
complimenter,1
relishing,3
hissing,1
fails,9
translate,2
hearers,3
breaks,14
intrusions,1
springing,5
applies,1
kensington,3
pits,2
wickedest,3
classical,6
fulsomely,1
logical,1
attacked,7
quicker,6
milton,2
manna,1
tim,1
slothful,1
soever,3
deportment,5
demeanour,3
consorts,1
contaminated,2
smilingly,1
assenting,1
exaltation,3
sneers,1
whispers,9
debasement,2
abounded,1
approbatory,2
retorts,2
crowded,12
guests,8
supporters,1
noisy,4
prefacing,2
singularity,1
disproportionate,2
locking,2
lighting,3
foul,5
assigning,2
feign,2
qualifier,2
inflamer,1
casuistry,1
infernals,3
beelzebub,10
flagrantly,7
