Palavra,N
briefly,22
dorcas,282
mostly,4
contributes,2
friendship,154
obstinately,1
spleen,3
connive,3
plainest,3
undress,6
speedily,15
right,394
subjugation,1
yesterday,115
lumbering,2
afflicting,3
consultation,5
mixture,15
wine,9
incumbrances,1
taxes,9
contents,143
evenings,4
ungraceful,4
struck,40
honester,1
village,11
computer,18
linen,28
sincerity,55
resolves,30
disowning,1
pangs,20
leader,6
immiscible,1
into,1541
julius,1
quibbling,2
extremity,16
discovered,47
unobjectionable,6
singly,6
reliance,24
general,204
benediction,1
loitered,4
intreative,1
continue,82
amsterdam,1
zipped,5
trembles,1
affected,153
recordation,1
retrieve,3
ravens,2
transient,7
evidently,18
prevented,26
principally,24
latin,11
tooth,2
absolutely,163
ult,1
suspense,42
revengeful,5
precepts,9
may,2633
examples,10
vicious,9
acquit,35
reject,17
spouse,49
stick,7
deserves,51
abortive,5
wanderings,1
will,6918
dancings,1
unrepulsing,1
brilliant,5
warned,13
tremble,32
writers,19
digested,1
your,6604
added,78
wicked,199
manors,1
brimmed,1
gayety,7
subscriptive,1
indebted,16
fear,287
harassed,5
implorest,1
hell,5
slowly,13
deplore,12
noise,22
several,198
expect,308
ancestors,18
quaggy,1
window,64
disengaged,4
pellucid,2
benefited,9
spy,9
disagreeableness,3
away,521
second,144
aches,7
spiteful,19
troubles,25
transcribed,21
tossing,1
hardest,1
immense,4
exemption,3
let,1574
seats,12
called,372
maligne,1
innkeeper,5
ungracefully,1
enrolled,3
quirks,1
tried,72
disreputable,6
magnanimity,13
judges,22
revocation,11
him,4394
achievements,1
observers,2
paned,1
prerogatives,5
decide,12
nice,42
advantages,52
seaman,1
surgery,1
blazed,2
related,49
fly,110
fines,1
principled,4
slaves,9
debauchee,1
immediately,50
dotes,2
touchstone,1
folly,71
isaac,2
affinity,1
comfortable,10
censorious,10
defends,8
tawny,1
desarves,1
seek,62
insupportable,6
cheerul,1
gens,1
immediate,42
tenement,2
clinging,2
excited,9
stranger,44
here,672
curtains,5
losers,2
apothecary,32
cementing,1
unnoted,1
suspect,50
nascitur,2
invent,1
shuffle,1
strut,7
heart,1304
render,28
write,684
matronal,1
professions,28
despicably,2
ulysses,2
coming,132
slander,2
tenth,2
unfeeling,1
also,261
posture,8
significant,8
demon,2
valid,1
ceremony,83
would,4481
gathering,6
product,5
expiate,4
rejects,4
previous,43
declaiming,1
above,351
choaked,2
lifetime,3
distinguished,35
que,1
scarcely,1
loving,20
resulting,3
prescriber,1
brightly,1
strengthen,19
bulwark,1
compound,13
accustoming,1
courted,11
zone,1
tricking,1
rear,2
offices,34
reform,37
wall,13
lancaster,2
distantly,1
natheless,4
demand,60
conduct,143
tibia,1
duce,3
completely,4
scoffers,4
manners,76
delicate,54
waistcoat,6
struts,1
badness,1
meeting,121
earth,59
promote,30
affrightment,2
sacrificed,11
lightly,24
mourning,37
hover,1
warns,4
fleering,1
counter,2
lame,6
sings,2
vindictive,12
lustring,3
listener,3
remains,32
inches,3
door,314
intriguing,10
practicable,3
warranted,14
helpless,13
fifthly,1
farther,179
correspondent,5
fills,7
attitudes,2
moderation,4
modest,69
forge,1
ager,1
acknowledgements,11
puling,3
sent,369
husband,222
beholder,1
writer,33
pleading,12
doubtless,8
found,478
connives,1
insomuch,15
ascribed,2
intrepidity,10
woeful,3
exert,24
charmingly,25
quick,27
deityship,1
success,63
applause,12
malice,47
qualifyings,2
brief,40
directed,70
revolution,2
clarissa,891
confidence,143
perversely,1
landlord,19
apartment,89
lawgiver,1
misapprehensions,2
benefactors,2
reason,660
macking,2
ask,253
characterized,2
impelled,4
muttered,2
lives,65
fortescue,16
biddy,3
taste,48
bandages,1
duly,11
distancing,1
lament,9
generally,160
cowley,4
conferrer,1
add,156
hemm,4
sullenly,2
dogmas,1
afflict,10
infirmity,1
flutterers,1
concur,1
dangerous,29
below,113
prayed,22
thompson,1
rawlins,110
scold,1
conceals,1
securities,1
arm,50
publish,2
matters,142
difficulties,77
staves,1
bridge,4
aspect,45
defeated,1
name,295
commandment,2
calculated,26
lied,1
celebrated,19
couples,1
discharged,15
seasonable,16
matched,1
whole,484
bribe,11
confinement,37
tight,1
cramping,1
liberties,61
rope,1
dish,16
villanous,44
daughters,53
images,6
happily,59
making,186
phyllis,1
farm,10
accommodated,4
woodhouse,3
suchlike,1
any,2472
crimsoned,4
frends,1
favoured,56
phrase,59
enterprize,3
jangling,1
free,233
unwise,2
precious,20
feels,5
couch,14
beheld,42
distressful,4
release,26
dark,37
wickedness,64
taken,505
notions,55
close,67
fulfilled,13
bird,21
drawback,2
preserve,68
giving,147
drank,13
unworthy,99
lower,16
grasped,8
upon,4027
this,6755
win,4
pantheu,1
cannon,1
compassionating,6
formosam,1
walked,31
lyric,1
courtship,25
elect,13
contracted,15
tools,2
among,180
solicitation,10
unlike,10
implicitly,7
bemired,1
dialogued,1
gutenberg,865
collection,46
audacious,7
foolishness,2
business,118
forfeit,17
resignation,27
warming,1
stiff,11
errors,50
enterprise,14
plotters,5
drama,1
at,4638
blaming,8
vehement,20
renouncing,3
messenger,108
articled,1
believe,558
unmoved,3
stretching,2
benefice,2
former,174
adders,1
mayn,3
used,348
gradual,5
prerogative,16
meandring,1
define,1
suspects,11
skirmish,1
november,10
somebody,61
occasion,546
bout,5
letter,2986
nobody,178
reserves,24
majores,2
noon,17
ignominy,1
impair,3
worldly,36
often,393
callings,1
unreceived,1
flinging,4
mistressly,1
warn,9
pitying,15
sobbings,2
firing,1
woe,26
distributing,63
whatsoever,23
tomkins,6
frequent,30
roasts,1
cradle,11
tributes,1
looked,238
improper,15
each,320
passes,34
written,405
feel,28
request,151
infer,9
expostulatory,5
enclosures,1
tenacious,3
protestations,24
chancel,1
artful,44
beginnings,3
violated,2
nephew,61
reflections,169
hardly,251
robert,100
stimulated,5
incomplete,10
propriety,16
tipping,1
preclude,1
offends,2
bodes,2
reformed,20
health,170
hier,1
diverted,17
pressent,1
flying,22
holborn,6
singing,9
admiration,42
toes,2
fits,53
least,446
episodes,1
coldish,1
important,51
recourse,32
thoughtful,9
wonderful,13
unreserved,7
days,252
embrace,13
hunched,1
kindness,46
back,331
light,187
suffocating,1
clogged,1
steadily,5
article,52
stars,19
toilette,4
disguise,32
grieved,39
mine,493
bugbear,4
revowed,1
creed,4
serpent,8
mullins,6
blood,57
scorn,43
become,110
performances,14
justification,14
sullenness,7
but,8213
persecutor,1
intrusted,9
clandestine,11
using,51
surfeiting,1
destroy,39
stewardship,1
tempted,18
blamed,37
accurate,1
vapour,3
erected,4
solicitations,8
apologized,4
misrepresenters,2
yet,1781
escaping,11
feeling,22
thinks,159
palliate,15
eased,3
think,2088
furr,1
breast,27
crew,13
performance,35
generosity,155
fallen,57
flown,6
blastest,1
until,20
savours,2
exclamatory,2
blameable,2
twinkling,2
sign,50
wearied,1
argumentation,7
testator,3
squeamish,6
ardour,27
countermarches,1
temple,4
anywhere,18
abide,14
dozen,47
discovery,18
needful,21
unhesitating,1
laying,22
provision,19
advises,20
gh,1
facing,3
six,114
trained,1
exaltings,1
readily,30
succour,3
lines,110
of,24686
encourage,66
base,62
cover,38
cool,31
italy,20
punster,1
appearances,37
applied,28
livorem,1
lighten,6
plucker,1
appear,196
forbidding,13
unprofessing,1
very,2151
keep,351
swords,5
clasped,27
down,827
strongly,23
knit,5
vexes,8
poison,11
insult,59
prodigy,1
questioner,3
library,18
playford,3
corpse,29
formality,3
alliance,44
assure,158
relented,2
catastrophe,17
flat,2
properly,31
steadfastness,2
robe,2
anger,67
prided,4
obliges,10
plea,49
pompeia,1
petulances,1
vindicate,17
obligation,100
whomever,1
connoisseur,1
preached,7
give,1468
milk,9
bank,13
exercise,21
toasted,1
offended,55
restrained,9
other,1539
allotment,2
indelicate,9
desert,13
throes,1
poultry,18
needlessly,8
hearers,3
mightily,12
resolute,13
asleep,11
christianity,5
ebook,119
cocks,1
proudest,2
alters,2
interpretations,1
arts,57
linens,1
vi,42
gush,1
sham,1
embattled,2
darkness,21
dress,85
strike,25
resumes,6
montague,155
apprehend,70
indication,9
slave,16
nature,253
prime,14
confine,17
anticipate,7
get,343
cells,2
swallowers,1
overhearing,2
notwithstanding,88
walketh,1
dispelled,1
dom,1
persuades,2
stage,19
tacks,2
meditating,23
vigorous,2
actually,149
draughts,17
tuesday,114
foppish,1
representest,2
regulate,8
jaws,7
same,644
rejoices,8
xxii,21
mistress,127
unattended,3
leman,54
september,4
intoxicating,5
chases,1
questionable,5
ails,6
uneasy,89
onion,2
dispatched,30
distempers,2
dangler,2
her,13397
friend,917
bracer,2
malevolent,2
yes,71
unmanageable,3
me,11039
contrary,127
reynard,1
liveliness,9
cain,1
shall,2176
tuum,3
considerately,5
tedious,17
ungracious,1
induced,40
abhor,22
hesitates,2
constable,2
displeasure,103
reproach,71
connivance,13
sees,68
contribute,18
dropping,12
with,8323
scented,1
needing,7
blessings,30
served,17
harboured,1
surprises,10
clamorously,1
then,2055
villainous,12
coffin,33
disperse,2
brothel,4
stella,2
babe,1
impious,3
ingratitude,17
gayest,1
chancellor,3
courses,16
therefore,425
earnest,202
rapt,1
scripts,1
seem,153
intemperate,1
orderly,1
reputable,10
commence,3
amuse,17
shakes,2
concerns,48
on,3107
english,50
heroes,8
excelling,5
subdued,31
principles,57
doubted,73
east,4
spared,41
titled,2
question,227
blinded,2
helped,36
encies,1
routed,1
inn,43
busying,3
however,506
innumerable,3
discontinuance,1
mad,40
overwhelming,1
pray,269
blustered,1
giants,2
explains,2
probationary,2
embark,6
rape,13
daniel,1
rightest,2
anna,96
animated,6
has,2896
rankling,1
apprehended,57
honor,3
connect,1
besought,83
comparative,8
volumes,11
faced,15
cares,21
wishes,179
ennobles,1
rudiment,1
fanned,5
comporting,1
humbled,23
restraining,3
blot,8
answering,28
ends,47
shoot,9
slur,7
every,1527
perhaps,732
wool,1
opened,79
ignobly,1
gross,20
accomplishments,6
be,11795
syllabub,2
raquet,1
drinker,1
crown,23
extol,2
women,523
rises,33
baits,4
anyone,45
gouty,10
oil,4
antagonist,6
educations,2
liftest,1
entertains,2
writings,12
charities,16
song,10
oblivion,5
acknowledge,49
graced,2
rushed,6
parental,13
well,1534
wants,62
its,433
uncompanionable,1
fortuned,1
years,220
chace,7
portions,3
sends,20
machinating,2
origin,1
demeaned,1
wearest,1
liking,57
interrogated,4
marriages,5
vassal,2
betokens,1
freed,17
unwarrantable,1
ein,9
passionately,5
spurns,3
objected,12
discomposed,20
innocently,4
research,18
oppose,24
actions,105
bravo,4
henry,2
undermine,1
despair,50
extending,2
chuck,5
for,10661
sleepless,4
purified,7
alight,11
supposed,190
hinted,100
acquirements,9
than,2294
critical,32
knee,24
rebate,1
elders,5
ascend,2
cambricks,1
steadfast,2
interval,6
willed,3
mr,2546
xiii,28
quench,2
gnat,1
team,1
youth,66
peculiars,4
brawls,1
hyperbolical,1
solemnization,4
pressures,1
methods,51
step,198
reluctance,22
menaced,1
issue,62
sepulture,1
redoubled,5
trailed,1
scope,1
asylum,10
scrawling,1
reprobation,7
particularly,157
legally,17
hesitation,15
ous,1
captivate,2
sarmatia,1
streets,11
grudges,3
exception,20
freest,2
judas,2
marriageable,1
otherwise,170
ning,4
combat,5
obviating,1
constantly,20
destitute,39
death,290
wound,24
gardens,2
fervours,3
angit,1
shoes,8
outward,17
show,192
verbal,12
moments,43
disliking,4
inclined,53
impostures,1
inquisitors,1
phyl,3
human,83
soften,14
descendant,2
talkers,1
principle,51
sportsmen,1
scholars,5
riser,4
mouthful,1
eloping,3
unlucky,2
invalidate,2
obey,56
euripides,1
fibbers,1
edgeware,4
check,42
activity,1
lii,17
x,30
admirer,21
dubious,1
acknowledged,59
equaled,4
finest,21
hudibras,4
amiable,34
assembled,22
debaucheries,1
hedd,8
indulgently,8
html,5
located,42
renounced,7
custom,21
eyes,410
die,156
harpsichord,6
took,355
major,1
tattered,1
overlook,5
flood,7
beg,203
deem,2
consented,32
nearer,45
addicted,2
grafted,2
spirituous,1
scorner,1
maxims,6
pleasure,267
successes,1
specific,8
virginity,1
pity,199
paroxysms,2
fainted,16
about,797
missed,12
superannuated,1
amusement,18
ranelagh,1
enemy,53
paired,3
tostications,1
borne,39
snare,11
london,158
superior,55
quarantine,1
ones,124
sense,200
inflexible,18
characters,61
mirth,8
browner,1
ours,32
furste,1
rejoin,1
ana,1
born,51
gaiety,19
clauses,3
stares,2
kind,327
opener,1
rogueries,6
pecking,4
dissipated,6
presumed,39
intending,37
manner,365
race,8
evils,66
tempered,12
coursing,1
receiving,53
attack,4
repulsing,6
probably,109
round,120
chooses,8
desirous,98
warranty,18
men,429
exonerating,1
clearing,3
expostulated,8
age,76
rosy,4
evidense,2
precarious,14
diis,1
brayings,1
cling,1
mounds,1
religion,30
mines,2
negatives,3
care,208
complaisantly,4
more,2703
gawdy,2
consolation,65
confining,3
vexations,2
rejoiced,24
aims,5
greatness,22
dotards,1
sowe,1
designed,100
cracking,1
threat,1
marquise,3
printed,21
ascribes,3
thoughtless,10
avenge,25
deform,1
warren,1
obstinate,23
l,24
interspersed,1
observed,133
amplify,1
disobeyed,4
presumest,1
fundamental,1
wrought,23
attempter,4
melan,7
paid,124
petition,4
accusers,3
dint,2
transcription,11
spanish,2
loth,61
money,157
ceremonious,6
avaunt,2
punched,1
observation,72
matrimonial,24
adversaries,4
part,559
expel,1
regardless,4
morden,286
plentifully,2
politest,5
mushroomed,1
epicure,1
appearance,133
caressed,3
needed,32
org,129
work,530
informed,56
substance,48
simper,2
terrors,25
creeps,3
hieroglyphics,1
specially,1
aspiration,1
company,286
trifles,8
elms,2
exaltedly,1
motive,68
lovers,30
devill,2
venturing,2
melt,1
reports,24
supposer,1
goddess,26
german,1
hervey,151
views,116
series,11
scorning,2
circumspection,8
characteristic,11
vein,21
overhanging,1
lal,2
sedate,5
inconvenience,24
tabbies,2
incidents,8
calm,32
done,600
sounded,16
heathen,2
laws,93
package,1
heretofore,46
acquaintance,81
addressed,22
rememberest,4
intimations,5
were,2420
or,4139
cried,94
immovable,10
elaborately,1
ordering,12
his,6246
plundering,1
colic,2
most,996
perfect,72
stay,174
copies,113
mourners,4
smoke,4
conspect,1
rung,6
praised,33
natural,168
anonymously,2
disadvantages,7
subject,495
jar,4
injunctions,30
detestable,19
beneficial,3
necessary,204
numbnesses,2
unreflecting,2
should,2585
coals,1
throats,2
providences,2
instate,2
crier,1
shoulder,20
sipp,2
prepossessions,7
watchmen,1
refuse,91
cruel,152
persistence,1
ludicrously,7
cue,12
pathos,2
design,96
stimulate,5
pedantic,4
bantams,4
hyperbolic,1
faults,95
throbs,11
bone,4
xxxvii,25
xli,22
sneering,2
shone,5
published,9
sally,128
helping,7
palatable,3
aloud,5
shooting,2
mince,3
enterprizers,1
uncle,649
acquaints,19
disallowed,1
chastise,3
method,76
magnus,1
why,718
province,6
conciliate,2
resolution,146
far,357
leap,7
tortures,9
lifts,1
encroachment,1
disjointed,2
where,700
heaviest,7
two,826
dispatching,4
prospects,106
lxvi,9
unlawfully,1
whomsoever,4
consequentially,1
repaid,8
dropt,43
obviously,1
claim,51
samuel,28
bending,2
speciousness,1
relations,368
fist,7
ministers,4
indulging,4
pamperedness,1
gilding,2
victory,14
such,2539
bidden,1
sitting,28
tenor,5
honourably,18
procuring,19
triangular,1
dispositions,9
inform,40
curdled,2
date,62
throbbing,9
sex,508
chaste,6
accident,42
greater,232
given,718
lying,16
uncontroulableness,3
discharge,16
involving,2
itself,149
non,18
minute,39
debauchery,1
slapping,1
cavil,2
user,27
verse,8
emanations,1
tumbling,5
coifs,1
trailing,1
shined,2
embraced,6
endanger,7
near,245
billows,1
online,36
inconsiderate,16
hopelessness,3
numbered,4
wished,215
soft,28
gilt,1
forlorn,3
slight,53
granades,1
moulded,2
appointing,2
judith,21
aack,1
prosperous,9
britain,2
group,11
emissum,1
disclaims,3
been,2418
grace,84
dues,1
marriest,3
landlords,1
aimed,21
politeness,46
do,2644
brays,1
inwards,1
cynthia,1
carried,192
quotations,2
purposed,6
frailty,7
conquer,28
contemplation,10
distresses,45
punctilo,1
estgainers,1
world,671
gath,1
complete,33
disparity,1
hooks,6
compel,17
entertain,17
deceit,10
innocence,44
agency,2
angel,155
doggesses,1
treated,173
defiances,17
objectest,1
either,604
solicited,3
ringing,4
notion,66
approbation,75
voluntarily,14
proceedings,27
survivors,4
pouted,2
loneliness,2
indistinction,1
remnant,3
carackter,1
malicious,5
soother,1
decision,6
beck,4
sinners,4
singularly,1
taking,199
punishable,11
owning,9
sarve,3
inclinings,1
assay,1
scribbler,3
tat,2
polite,37
solid,10
prognosticate,2
subsequent,7
sic,10
xxxix,25
windows,24
perpetuate,4
converse,15
debt,12
encouragement,52
peccadilla,1
abridged,1
engaged,118
besides,138
home,130
impulses,9
sacking,1
placable,3
bordered,1
facetious,2
tm,513
mennelled,1
impetuosity,5
four,163
pill,1
less,420
wing,8
lily,7
ostentatiously,3
impudent,21
traversing,2
crammed,3
faintings,2
freely,89
hurt,53
cups,1
agitated,4
immoral,9
putting,61
bedford,4
certainly,105
graduates,1
answered,149
disarmed,4
hints,64
dolly,48
considered,113
deity,4
hater,6
lighter,12
cured,5
espouse,5
await,4
ruin,107
occurrence,6
intermingled,6
take,1122
identify,9
copy,246
hidden,4
sets,29
begs,25
superlative,3
reinstated,2
advantage,155
comely,5
hearing,76
undertaken,21
melilot,1
inviolable,12
wore,10
showing,24
subordination,2
benevolent,12
binds,2
a,17993
buckhounds,1
downeton,4
interrupted,65
observes,25
displace,1
c,112
dreaded,20
curtail,1
fresher,1
humour,108
vultures,3
produced,48
litigation,12
beginner,1
williams,8
disgrace,95
perverse,71
gaping,6
discountenanced,2
bitterly,8
odious,54
select,8
gr,1
pleadings,2
mean,297
fault,277
unattempted,3
surtout,1
chafing,1
shamed,1
irritated,1
indifference,43
chronicle,1
engross,7
forgiving,21
lightest,1
director,12
neces,1
coarse,6
likest,6
designs,43
preconcert,1
officiousness,8
affrights,1
disinterested,6
decency,22
unlogical,1
abstractedness,2
coolness,5
contrivers,1
promisest,1
capricious,2
began,86
sendeth,1
help,377
admires,18
sorrows,4
trollopy,1
satisfactory,5
table,53
no,2768
cushions,1
hearts,115
journey,71
con,7
bloom,17
tenderest,16
objection,63
barely,3
permits,7
moth,2
uproar,9
mumbling,4
broken,128
changeful,1
ecclesiasticus,1
beggars,1
friends,654
respectively,3
longeth,1
assist,24
surmount,1
progressions,1
disappointed,49
plaster,4
while,587
surpassed,4
presence,215
fervour,18
demerits,6
capital,26
what,4691
spain,6
riddance,2
lancet,1
piece,104
reduce,9
petulancies,1
fasting,3
interpose,15
younger,25
instigations,14
dy,2
repeating,33
varying,1
forgets,4
couple,21
lovest,4
frequenters,1
frowned,2
neptune,1
hickman,430
impossible,133
deceiver,18
inclose,1
exertion,7
once,794
fury,25
faithful,111
sympathise,1
did,1016
wondered,42
appealing,7
remaining,26
stories,38
curiosity,72
pushed,21
justify,81
insinuations,2
lively,71
whatever,150
unto,17
paternal,27
learn,36
judgments,11
further,210
after,865
concise,1
amicably,4
agitation,4
detecting,5
damages,37
divested,4
ready,386
offers,100
under,465
sake,419
effects,84
conjecturest,1
capable,140
proved,45
wounded,28
hardily,1
unawares,6
times,248
resignedness,3
illiterate,5
present,555
concerned,183
praiseworthy,1
rapped,1
miscarry,1
kindred,11
ushered,1
new,383
raises,5
improvement,11
test,30
fail,42
fondest,2
proverbial,3
individuals,8
respectfulness,2
prodigies,1
tortured,4
libertines,38
task,59
opposed,6
phrased,2
engages,11
censure,68
woman,821
stand,164
comeliness,1
licke,1
emotions,17
certain,103
conshence,1
indications,4
expressing,24
blushed,5
goest,2
narrative,39
vouchsafe,19
thank,134
profitest,1
approbatory,2
entitled,80
takes,86
europe,1
presumptuous,15
humane,22
behaving,7
went,379
pleasant,18
codes,9
posse,2
dates,7
judged,16
promisingly,1
woulds,1
nat,3
christians,4
feelest,1
committing,4
jewel,11
guest,17
shadowy,3
causeless,4
ingrateful,3
recollection,36
athenis,1
arbitrary,2
aversion,71
quotha,1
utmost,57
swore,21
artist,2
propose,82
ground,47
catholic,3
lowly,3
admirest,1
brooked,2
powdered,1
surmise,10
inefficacious,1
buff,1
quieter,4
scollop,1
delights,18
next,401
specters,2
mondays,1
perfectly,28
firmness,5
bluff,1
classes,2
ambling,2
artifice,25
happier,49
resent,45
desk,3
adding,33
superscription,11
tapping,10
probity,3
romans,2
sable,2
xvii,25
an,3053
wronged,4
enjoys,6
passable,1
mos,1
shaped,2
steal,12
even,621
swallow,7
figure,64
disgracefully,10
gratitude,63
correspond,44
extends,1
finch,2
cleared,15
glories,11
grocer,6
contest,6
conceive,15
suppress,11
recognize,1
mordens,1
expatiatingly,1
steered,1
conveniently,3
sarah,92
wade,1
accumulator,1
fat,7
allows,10
observer,10
begetting,2
lids,3
slights,15
presented,23
furnishes,1
congratulating,10
cause,313
commended,3
madrigal,1
acquitted,13
join,80
unnatural,25
releasing,1
disrespect,5
communicated,44
orders,77
indignity,13
ambishion,1
rebekah,1
noblest,11
esq,286
affable,1
watching,12
stipulations,1
indirect,11
pen,209
heal,8
idem,2
pull,20
angry,174
compelling,3
said,2065
speeches,16
obliged,390
ransom,2
besotted,1
accomplice,1
ladyship,47
perfection,18
beseeches,9
nay,92
learning,35
destroying,2
punished,45
reported,37
avow,7
disobliging,9
lycurgus,1
tongs,1
bias,11
romancers,1
dejection,15
peculiarity,4
professes,12
perusal,31
education,90
impeccables,1
subjects,80
dominus,1
muscle,4
rancorous,1
was,6183
pleasantest,1
convenient,32
videtur,1
proportions,1
gate,4
encountered,6
commendably,1
gravest,2
testify,8
observance,7
novel,3
impertinences,1
recently,2
streights,1
medicine,8
sincere,81
susceptible,7
intended,214
look,412
perturbations,1
flights,7
disposition,38
scholarship,1
frustrated,9
curried,1
bona,2
astonished,21
encircled,2
combine,1
banishing,1
stays,17
containing,15
lots,1
flame,24
proper,191
potent,4
xxi,33
cleft,1
mutual,30
richest,10
anchises,1
consist,1
approach,33
keen,4
expected,211
narratives,6
honey,1
treat,106
synagogue,1
touched,65
despaired,4
cutting,10
spilling,1
dog,65
answerable,32
pardon,138
who,2840
mimicry,1
feuds,5
despisers,1
particularity,9
opinions,20
complied,43
pantry,2
perversest,1
labouring,16
imitator,1
rogues,11
injury,23
heroine,12
undertook,10
explain,23
families,47
quenched,1
sobbed,15
virtue,290
recommends,3
superadded,5
comment,1
breathing,21
whipping,2
inspires,4
fore,14
saucily,4
gave,416
eventually,1
reproaching,15
poet,32
terrible,28
purchasers,1
usual,100
absurdities,7
reflect,74
tyrannically,2
restoration,9
forget,55
absence,80
concerted,4
say,1961
lovesick,2
plan,16
driven,54
illustrations,1
favourably,10
depend,99
indignities,19
fancy,61
penances,1
molesting,2
projection,1
physical,25
tempest,3
bedtime,1
aggressor,13
talkest,3
transported,1
privately,57
contract,19
spoke,84
fann,1
lay,194
professeth,1
precedents,1
solemn,143
safe,67
eloquent,5
happen,121
persisting,4
eye,289
st,83
returned,138
persuasion,14
apologizes,2
whoever,16
persisted,8
frequently,75
best,392
bustle,4
taught,54
markets,1
commit,11
imperiousness,1
uncompelled,1
thankful,23
funem,1
lest,104
incivilities,1
misrepresented,2
ardors,1
shift,8
hendon,6
failing,8
powers,16
coat,27
insulting,9
cravens,1
steady,20
stir,42
companions,49
conferences,2
superciliously,1
falsehoods,6
ostentation,7
wife,356
abandoning,5
gang,9
way,849
honnest,3
inculcated,3
wrote,156
outermost,1
mysteries,2
sick,75
anxieties,5
largely,8
blandishments,4
silent,135
vestal,1
rays,6
fro,9
jacket,1
mincing,5
sufficiently,17
insists,19
reasoned,1
remain,39
pistols,4
insinuates,2
tutor,6
apprehensive,92
condemning,6
lowness,3
constitutionally,1
left,393
useful,39
le,2
kneel,23
regret,63
blister,1
blue,8
aggrandizements,1
mant,2
wanted,107
invoking,1
arriving,3
pure,34
beyond,72
relenting,5
dictated,6
unseared,1
blaze,14
ensuring,9
inflexibleness,2
failures,1
omission,4
powerful,12
artfully,15
deflowered,1
yearth,1
formed,30
proportioned,7
us,1068
prudence,118
mass,2
hoards,2
misconduct,3
phlegmatic,2
conclusion,37
reproofs,6
revivals,1
side,181
entirely,97
full,356
uncontradicted,1
shows,29
headstrong,15
infinitely,42
produce,54
rer,1
contention,29
bedizened,1
follow,131
exhale,1
amusements,15
estray,1
sides,35
sometimes,159
heel,5
splenetic,2
lock,25
cherubs,1
wet,16
satisfactorily,1
gown,27
enable,44
venture,43
weights,1
movements,7
disclaimers,10
young,615
gratified,19
excesses,3
presents,18
consequences,93
inventories,1
reconciled,58
blisters,1
imposes,1
cared,13
officiously,10
accordingly,73
cedar,1
pretence,85
epictetus,1
furthermost,3
godmother,6
transitory,16
resists,3
conception,2
vienna,7
interjections,1
maker,18
recorder,1
warmly,29
dismissed,18
unburnt,1
undutifully,1
infers,3
rhymes,1
ambition,25
cultivate,17
recovered,61
difficult,80
conversing,7
inveighed,4
try,167
assurances,24
expression,52
inconsiderately,2
thither,60
separately,4
unessayed,2
sisters,38
copyright,138
receptacle,5
conjurer,2
inducement,21
alter,27
tallish,1
scrupling,2
inferiors,5
forsooth,6
rebukes,3
nearly,49
latter,104
winter,16
fearfulness,1
rude,10
undesired,3
anticip,1
saturday,89
machination,2
wings,21
evermore,11
misgave,3
things,432
doubtful,24
dupes,1
delicately,3
exalt,14
draw,72
food,8
pretend,55
person,682
torn,29
valuest,1
peg,2
individual,43
diffusive,3
unpersuasive,2
earthly,13
rueful,2
surmises,5
knows,338
passers,1
accelerating,1
beings,9
seeming,45
rival,6
roguery,8
exquisitely,1
concerning,38
shames,2
misbehave,2
viewing,12
resided,4
passiveness,8
short,287
tali,1
recommendations,4
infringe,1
requireth,1
expectation,69
hartop,1
inventive,8
unused,4
berks,13
needs,73
mortification,42
heaven,200
untrue,2
sight,123
openness,7
hiccoughs,1
vexatious,2
whitened,1
pond,1
clumsiness,1
directors,2
bench,3
comforting,5
oblique,1
liberty,139
literati,1
solomon,8
flitting,2
unkindly,8
gives,231
steadier,3
birth,62
william,18
apprizes,2
instated,1
menials,3
pursue,77
words,366
excepting,6
registered,18
appeared,51
speak,264
hast,218
bequests,6
ended,24
famine,2
unbuttoned,1
gospel,9
unsisterly,9
understandings,2
attacked,7
unaccountably,8
edward,3
adorns,2
preachments,5
stigma,1
formatting,1
dormer,3
acquisitions,3
gloomy,34
childhood,12
stimulating,2
detests,1
sub,2
zealous,7
aunts,15
admirably,15
wittier,1
payed,1
persons,191
launched,5
tenaciousness,1
inclosed,4
qualified,22
bounds,12
morality,7
received,314
enterprises,4
atra,1
in,14959
fees,48
threateners,1
whom,787
point,236
brush,3
permit,221
sprightliness,1
nelly,1
fellow,424
schemes,37
oblige,194
especially,192
allow,156
para,1
inexorable,6
av,1
crisis,22
rebuke,9
oppress,6
freer,8
parden,1
violently,19
purchased,7
doubt,560
variation,3
throb,7
perform,39
derive,12
covertly,1
mere,58
hinder,33
exile,4
call,460
tragically,1
judgment,133
distinguish,39
revive,15
peculiar,11
wearer,1
studies,8
conjure,15
bachelor,11
renewed,27
paced,2
taute,1
belt,1
talck,2
smaller,4
repeatedly,24
tyrannized,1
pointed,24
cocoa,4
poker,1
art,309
o,821
looks,98
controul,59
miss,2264
wert,50
deal,193
impeach,2
shocking,115
prejudiced,5
sweet,216
taint,3
overawed,3
knowing,119
disclaimed,6
observing,21
fright,21
sparing,7
disinclination,1
femur,1
defending,8
exploits,1
sword,58
common,141
sliding,9
confession,20
thurday,1
likened,5
secretly,9
commend,11
greeting,1
renewal,3
distribution,62
wanton,10
herodian,1
blames,19
whether,439
intriguer,3
puzzling,2
directories,5
lonesome,1
mourned,2
solitary,9
corrupting,8
incumbent,6
newly,14
inculcate,4
performed,60
impatience,97
