Palavra, N
tedious,17
sole,20
postscript,12
conclusion,37
merit,247
antony,146
piety,46
morden,286
howe,1241
mother,1218
uncle,649
lawrance,50
goddard,29
gentlewoman,43
pretended,103
tomlinson,223
iii,70
wyerley,30
leave,596
behaviour,317
ix,31
jealous,37
xi,27
passion,198
xiii,28
offers,100
xix,29
dutiful,81
motives,111
xxi,33
anger,67
comes,167
xxiii,34
dismissed,18
barnes,29
resenting,27
indignities,19
difference,59
xxix,29
angry,174
xxxi,34
avowedly,16
predominant,19
contrivances,92
off,490
warns,4
room,292
xxxiii,23
inn,43
disposition,38
plough,4
bad,261
sequel,6
leman,54
exile,4
engage,133
reliance,24
terrors,25
seeing,146
respectful,58
worst,131
xxxix,25
passes,34
owns,73
good,1541
refuses,18
proposals,100
full,356
complied,43
accepted,73
paints,4
told,859
help,377
inquire,75
took,355
gentleman,308
offices,34
waistcoat,6
afterwards,104
unnoted,1
silent,135
attends,9
enable,44
treated,173
indignity,13
represented,36
excelling,5
individual,43
directors,2
put,705
expatiate,10
preference,64
distinguish,39
animated,6
lessons,24
knowing,119
suspect,50
secretly,9
strangely,38
impatience,97
oftener,21
overshadows,1
hopeful,21
require,55
command,106
possible,195
invite,9
taste,48
simplicity,12
convenience,19
highly,82
amiable,34
probability,43
let,1574
lose,86
observing,21
prospects,106
compliments,76
perhaps,732
did,1016
opened,79
approve,67
urge,47
peculiarity,4
mere,58
conceal,30
tempted,18
displeasure,103
urged,66
waiting,36
happier,49
blessing,96
difficulty,97
sincere,81
renew,21
belief,23
meeting,121
hoping,28
alliance,44
gone,308
tinsel,4
approved,35
treaty,30
immoralities,8
ground,47
adding,33
spendthrift,3
marry,263
acquainted,122
heretofore,46
durable,14
prejudiced,5
escaped,51
mortifications,11
procuring,19
hence,72
finding,69
direct,122
winter,16
scrupulous,11
feared,41
supporting,11
hating,6
wonder,186
music,22
mine,493
understood,30
sorry,197
debt,12
aunts,15
afraid,295
credit,104
tenants,15
seven,45
alteration,33
interposed,10
hint,119
intermediate,3
disengage,3
interpose,15
inquiries,39
inquiry,70
impending,1
required,63
preceding,42
uncommonly,5
traffic,1
memory,73
wills,28
devises,2
hindered,15
stirred,6
mischiefs,31
beginning,59
inward,23
caballing,1
prejudice,17
feuds,5
failings,19
pays,3
manly,16
edge,22
impatiency,5
bud,21
possibly,125
heightened,13
prevail,114
applied,28
besought,83
arms,112
news,84
consider,128
sakes,36
gets,9
turning,119
sternly,2
pronounced,23
became,49
pull,20
storm,21
diverted,17
heiress,7
harshness,4
wore,10
equally,87
deserves,51
looking,146
lip,27
expatiated,4
sisterly,4
lightly,24
appealing,7
land,8
stupid,52
determination,26
narrow,31
finger,23
overflowed,4
cheerfully,31
dependence,31
strict,38
driving,9
corresponding,26
intercepted,6
meaning,72
boards,2
chalk,4
deposits,2
lame,6
roosting,1
bearer,11
carries,21
conclude,80
assurance,65
match,31
image,8
envied,11
island,10
bias,11
wedlock,25
ails,6
prohibit,3
evidence,13
concluded,43
natured,31
nuptial,13
bell,20
assign,4
admirers,16
magnifying,4
exception,20
starch,1
amblings,1
smiling,24
exaltings,1
sinking,17
contemplation,10
subtle,6
possessed,25
penetrating,11
jaundice,1
recollecting,22
passages,63
triumphing,9
studiously,8
apt,81
postponing,3
earnestness,57
pained,11
industrious,13
mortal,57
contemporaries,2
sedentary,1
rides,9
confirms,10
gather,16
uttermost,1
clue,3
humourous,16
hard,175
coin,3
theirs,59
girls,71
pounds,64
uttered,4
brings,29
tables,5
temporary,38
foible,4
rise,85
paternal,27
fat,7
loving,20
lot,62
male,7
wealth,9
britain,2
abundant,8
frighten,17
bent,23
orders,77
menials,3
sharer,3
conveniency,7
formidable,4
insolently,10
oh,86
parental,13
yield,39
striking,8
diffidence,12
minded,23
perfidy,10
confidants,2
disavow,5
ascendant,1
grudging,3
trials,53
sordid,34
asquat,1
breakfasting,8
trouble,164
hateful,18
garden,119
beam,10
breaking,32
cloud,8
jewel,11
task,59
steadiness,17
kneeling,35
hartshorn,10
discomposing,3
inquired,31
hesitate,16
somewhere,20
risen,8
avail,28
disengaged,4
unworthily,11
casting,12
assistances,3
interrupt,18
giddiest,2
discredit,22
reinstate,3
buzzes,1
continuance,19
drawer,14
unconditioned,1
thanked,17
declares,33
levelled,3
impel,4
enclose,41
rules,31
avow,7
verbally,2
kingdom,25
buried,11
obtaining,37
penitence,57
limbs,10
supple,2
humility,42
covet,6
maturest,4
foresee,6
depended,20
forbearing,8
constitutionally,1
machinating,2
conflicts,6
precept,9
recur,3
rejecting,18
conquer,28
reward,72
grief,191
lent,14
anxious,7
labour,23
entreat,19
inclining,3
hesitated,14
proclaim,3
deceive,26
ungrateful,80
amounts,2
renunciation,2
reach,50
requesting,6
soften,14
spitefully,6
echo,3
civil,34
stirs,3
bespoken,6
protection,171
voluntarily,14
condemns,13
sundays,2
wages,9
prayed,22
enclosed,88
hourly,31
despaired,4
watch,43
stretch,7
enforcing,2
disapprove,6
burnt,12
rod,2
unattempted,3
contingencies,5
banishment,4
knolly,4
restiff,1
horse,68
betwixt,13
filial,17
twinklers,1
attract,9
peculiarities,3
catch,12
creeping,19
kitty,8
wronging,1
wine,9
escape,115
distaste,3
weaken,13
horrible,14
flatteries,1
bears,16
social,4
circumscribed,5
weakness,66
avowals,2
alarm,19
misfortunes,35
oily,6
compassionating,6
overvalue,1
tutored,4
deportments,1
proofs,17
gain,35
mien,6
undriven,1
payer,1
bodes,2
murder,27
consultation,5
biddest,2
owin,1
sinner,13
slander,2
goddess,26
jilt,4
hecatomb,2
novelty,10
poets,16
fledged,1
stella,2
varletess,4
sung,8
attributes,9
dress,85
fetters,8
safe,67
ry,11
windy,1
siege,4
rascals,4
blooming,13
competition,4
perjured,6
white,58
universal,9
squire,16
confederacy,10
accompany,51
sire,1
king,34
sayest,50
option,27
misery,21
gentry,4
advocateship,1
mistakes,4
incur,15
expenses,28
necessitous,1
ratify,2
attempting,9
trustees,14
strangers,44
nice,42
christened,3
wits,14
junketing,1
fop,6
complimental,2
forgiveness,99
articles,27
quake,4
scornfully,4
disrespectful,2
gander,1
fights,3
sailors,1
vastly,4
indifferently,3
worded,2
differed,3
adjure,1
doubly,26
treasure,5
pathetics,2
dunghill,3
wicker,1
merciful,16
dodge,3
flower,20
recess,3
simplicities,2
garter,1
knife,13
notabler,1
subduing,11
trespass,2
egresses,2
risque,22
fowls,1
haunted,3
draws,5
er,9
rage,41
frighted,50
scream,4
lastly,6
inexpressibly,12
enabled,47
offensive,11
asseverations,1
openness,7
habits,23
urgency,5
pressing,32
debarred,1
persecutors,7
harping,2
explicitly,3
scales,2
distinctly,6
imperfection,5
reproof,9
degrees,20
guaranty,2
months,53
circumlocutions,1
uncontradicted,1
occurred,4
racer,1
unsubdued,2
conjuring,1
appearances,37
pointed,24
submissions,6
moralist,1
balances,1
archness,3
summer,27
supply,30
outside,39
exposes,4
unwilling,17
knight,4
surly,3
quitting,28
contending,6
mislead,10
lock,25
beck,4
thereby,16
doting,3
clean,11
quantities,3
blandishing,1
allowances,9
mum,1
sighing,20
horribly,7
harpsichord,6
protest,9
hearkened,2
fluttered,15
flattered,10
itched,1
revengeful,5
marriages,5
creating,39
copyright,138
tm,513
trademark,105
derivative,27
performances,14
research,18
links,27
posted,57
paragraphs,34
binary,9
processing,9
hypertext,9
website,8
profits,9
owner,49
donate,38
donations,138
notifies,9
inaccurate,9
elect,13
opportunities,48
types,9
invalidity,9
unenforceability,9
production,9
ensuring,9
deductible,9
north,12
machine,18
checks,14
professor,9
pg,10
includes,9
august,7
imagines,14
boys,18
overhears,2
feelings,1
uproar,9
neatness,2
refuging,2
transport,9
doated,6
altitudes,5
pronounce,18
siren,1
ho,8
wintry,2
shoulders,22
fixing,7
bursts,2
weapons,10
hurried,39
affliction,26
overtake,5
colours,8
apologizes,2
parader,1
courting,5
companioned,1
bones,18
bustle,4
satan,10
pack,5
cowardice,3
hunched,1
ludicrously,7
defunct,2
stoop,16
mortgagee,1
trophonius,1
cave,1
obligers,2
pall,4
hit,19
timid,2
noting,2
lodgings,163
obvious,11
omnibus,2
idem,2
puppets,2
fornight,1
pranks,5
deceived,18
virgin,18
confining,3
fib,4
mixed,10
tormenting,7
red,12
stated,3
joyful,20
tapping,10
challenger,3
shrink,3
silk,8
rampant,4
thro,5
mends,1
av,1
persuasive,2
disparity,1
dependencies,1
governing,3
fondest,2
precarious,14
lamentations,7
flattery,7
soothing,12
qualification,6
gaoleress,5
eves,3
canaille,2
demonstration,12
resolving,18
naked,12
pencil,9
debatings,2
plaguing,1
homeward,1
heedless,4
widen,5
punctilious,9
neverthelesse,1
christian,31
firmer,2
forbids,7
token,7
inexpressible,5
blanks,3
beseeches,9
whets,1
meal,4
outdo,2
brilliancy,1
shorter,11
profanation,1
corrected,10
dews,2
remembering,5
contradicting,4
teases,2
sadler,1
stealing,3
glout,1
dab,1
hazarded,2
darting,9
discontinuance,1
insinuators,1
encroachers,3
womanly,4
legislature,1
encroach,1
atone,15
shine,18
bites,2
missed,12
manifest,7
murmurs,4
judicious,5
luckily,3
journeys,2
opera,5
military,6
pleasantly,4
prates,1
sycophant,1
atrocious,2
occurs,6
minister,23
everybody,1
wash,6
defended,7
characteristically,1
indelicacy,2
anticipating,3
delaying,5
accusing,9
understands,6
waved,7
demanding,4
implacableness,22
stile,6
horsemen,4
braving,1
laced,6
lace,10
tutoress,3
divest,2
farthest,20
instigating,1
presumptuously,4
disorders,10
confused,5
drowned,8
untouched,3
wrapped,4
searcher,1
repay,8
wave,4
mismatched,1
abatement,4
eagerly,6
topsy,2
invited,17
garret,8
unacceptable,2
feather,7
wide,17
retrospection,3
conveniencies,14
strenuously,2
inflict,2
perpetuity,2
accompanies,8
overtaken,2
pretension,1
reconciling,7
al,2
durably,1
unobserved,4
secondly,3
furthest,4
executed,7
restless,5
stabbed,3
dirt,6
awoke,9
concurred,1
reiterated,3
shivering,4
bath,3
renders,3
tribunal,3
presiding,2
execute,12
unpardonable,10
midst,24
oak,3
sanctify,7
solemnness,1
ravens,2
alley,2
vexes,8
thorn,3
pitiful,10
absolving,2
watchmen,1
befallen,17
syncophant,2
renewedly,1
unwelcome,5
disturb,17
thin,3
attachment,2
boasting,8
ice,11
foolishly,5
melan,7
fairbanks,7
raves,7
remorse,79
unimpeached,1
skulked,1
loudly,2
faster,7
straining,2
arbitress,1
sins,25
stinginess,1
guns,3
peas,1
sarvise,1
stingie,1
deareste,1
angre,1
moer,1
diffidencies,1
berks,13
herfordshire,1
excessive,3
indignantly,5
impetus,1
sacredly,3
growing,6
thriving,1
inconsiderateness,2
launch,4
snow,4
whited,1
wavy,1
cuffs,1
braided,1
buckles,5
muffs,1
agitations,7
slain,5
agitated,4
hah,14
provokest,1
imply,9
incumbent,6
reservedness,1
sleeping,8
cheating,4
console,3
scribbling,8
leaven,1
majesty,15
metamorphoses,3
wishest,2
topt,2
assented,5
borrowing,1
gloriana,4
toils,5
invader,2
suspends,1
bees,1
valour,2
santa,4
clodius,3
portia,1
reaped,2
remunerates,1
contentest,1
growl,1
flows,2
quavers,1
creed,4
impeccability,1
avaunt,2
conditioning,3
enterprizers,1
possessions,4
rome,8
rinaldo,2
establishment,3
trumpet,4
implies,6
unsatisfactory,1
chances,4
engines,6
solomon,8
scar,4
rowe,10
tasted,3
harbour,2
intrepidity,10
pop,12
maturity,3
advices,4
confiding,6
surface,3
crest,3
cling,1
pathos,2
confounds,5
occurrence,6
inconveniences,1
poisoned,4
redundant,1
mould,2
aspersed,2
pledge,3
repenteth,1
chairman,6
spontaneous,1
runaway,2
watchers,1
obstacle,2
quarreled,2
irreconcilables,1
gedde,1
semele,1
malignant,5
sanctifies,3
corruptible,1
sagely,1
listen,7
disinherit,3
homage,2
cash,6
covent,16
elegantly,4
ireland,1
hanover,1
mistrusting,4
sail,8
hanged,15
heaped,3
benefactions,1
animate,3
amiably,1
slapped,2
doubled,3
expands,2
indiscreetly,2
exchange,9
nails,4
charging,1
conveyor,1
chicken,8
edgware,12
tending,2
visibles,1
fainter,5
partes,1
derely,1
hedd,8
squier,1
furste,1
sarve,3
varience,1
fase,2
capten,2
whatsomever,1
harme,2
loos,1
skrittuer,1
forecast,2
childbed,3
sow,3
thirsts,2
israelitish,1
egyptian,2
entertainer,1
snail,3
makest,5
informations,9
upshot,2
mortifyingly,1
purest,2
troubled,11
unrelenting,1
range,3
blasted,3
announced,2
hairs,1
hobbles,1
ungratefullest,2
sustain,4
fowler,1
soaring,1
reins,5
tellest,11
knocked,6
propos,5
niobe,1
leered,2
implores,2
impossibility,1
brighter,7
sympathies,1
collation,12
sabbath,2
eaten,7
repulsing,6
milch,2
harlots,3
lessens,3
gospels,1
sermons,3
nelson,2
fasts,1
bishop,7
cibber,1
extolled,3
laetitia,5
higler,1
soldiery,1
rebuking,1
preaching,8
invisible,2
scores,5
unseared,1
vassals,4
familiarize,3
tonight,1
chancery,7
furnishing,4
prims,1
hams,1
crossed,6
cards,5
surviving,2
dowager,9
clogged,1
prisc,1
wounding,5
scarce,1
magdalen,3
surprizes,2
parthian,1
ranting,1
fabric,2
softness,7
stations,2
games,1
irregularities,1
consumption,1
skull,2
avers,3
complimenter,1
relishing,3
whispers,9
mercury,3
estimation,2
cheapened,1
teaching,6
summarily,2
perfidies,2
antecedencies,1
bruises,2
viands,3
swallowing,1
unsheathed,1
playful,1
kitten,1
tap,2
songster,1
prongs,1
tongs,1
curs,5
sympathy,1
thistle,1
reclining,2
sofa,1
lamentable,5
penury,4
phyl,3
lepanto,1
overrun,1
youself,1
meditated,12
fashioned,1
cipher,2
warren,1
stripped,1
chest,5
subjugation,1
thousands,12
blockhead,4
judas,2
gasping,4
disapproved,2
retracting,1
fretchvill,1
vent,1
eclipser,1
misguided,1
popping,4
elderships,1
perversely,1
damnation,5
straights,2
concurrence,4
villages,7
unsuccessful,4
polish,1
hesitations,1
trickles,1
tearful,3
familiarized,3
chicane,1
listed,2
clerg,1
spaniards,1
madrid,6
forwarding,1
languishes,1
scarification,1
laudanum,4
potion,2
cashier,1
emaciated,2
dupes,1
bastardize,1
actively,1
insolences,1
creditors,4
appetites,6
compels,4
foreseen,4
learner,1
shore,4
cockle,1
smartish,2
comment,1
broader,1
harvest,2
sorcery,1
affirmatively,1
blasphemy,2
conjecturest,1
quantity,7
hunting,8
counterplot,1
unbutton,1
peevishly,2
bespoke,9
franker,1
begat,1
swimming,2
swerving,2
obscure,3
delighting,3
celebrate,4
coughed,1
littleness,4
income,1
relieving,3
sovereignty,3
fibres,2
justness,1
medicines,3
imputes,2
reperuse,4
composing,2
sown,2
ministry,1
quoting,1
mero,1
overwhelm,5
decking,1
projection,1
portsmouth,2
ganmore,3
smugglers,3
paddling,1
sixths,1
aspects,1
irons,1
chain,4
assault,1
pardoned,4
hector,2
eaton,1
hides,3
foreboding,1
sheer,1
inexorable,6
epitome,3
hill,20
repast,4
perdue,1
unquenchable,1
touching,4
clump,1
tomorrow,4
pursuers,2
precipitating,1
scraping,3
executorship,13
untrue,2
yawning,6
dowry,2
unborrowed,1
antient,12
sympathise,1
seventh,5
lawyers,5
shameless,3
duke,4
pacifier,2
spark,5
confessest,1
knowthou,1
wasting,1
blossoming,3
definition,3
poetry,5
admir,1
dross,1
rotting,1
punster,1
evidenced,1
purities,1
snivellers,1
meditate,3
undistingushing,1
ablest,1
wards,1
numbed,3
rubbing,5
climate,6
cowards,4
consternation,3
shrilly,1
dorastus,1
shrillness,1
lifeless,5
bitterer,1
portended,1
agility,1
repented,9
sobbings,2
callous,4
jambs,1
inarticulate,3
zounds,4
dragon,7
perjuries,11
hellish,2
deepen,1
liest,1
shooting,2
sniveling,1
indices,1
occasioning,3
tainty,1
nished,1
huff,2
rarely,2
har,1
intriguer,3
tinuance,1
doms,1
minores,2
toast,2
avoidable,1
impunity,2
thoff,2
thiss,2
shulde,2
snug,1
trix,2
thoute,1
ake,1
fyste,1
hur,1
verdure,1
exemption,3
traveled,1
reinstated,2
idleness,2
biscuit,1
drovest,1
devilishly,1
flapt,3
clocked,1
slouched,3
functions,1
damask,5
incommode,1
unqualified,2
phrensical,2
riveted,5
averred,8
disbelief,2
freakish,1
boarder,3
unreconciled,1
pat,1
molests,1
abusing,3
parallel,2
railed,1
perked,1
unprofessing,1
italics,4
confusions,1
appeased,2
genealogists,1
genealogies,1
triflers,2
scratched,3
garments,3
doves,2
belforded,2
leaved,2
meditations,4
prying,1
blubbered,2
din,2
dough,4
shined,2
guaranties,1
mummy,1
birthday,2
incoherence,3
tainted,4
varied,4
puling,3
duplicate,2
resistless,1
whiffler,1
impromptu,3
deception,4
corned,1
talkative,2
perils,1
unexampled,5
ravages,1
scatteringly,1
debits,2
lucy,1
villars,1
romancer,1
apes,3
gratifications,2
vengeances,1
enjoyment,4
poured,10
treaties,2
rector,2
ecclesiastical,2
universi,1
renewals,2
lawgiver,1
barrenness,1
changelings,1
salutary,1
concubines,1
barbara,1
haughtily,2
la,10
unaffected,6
corporally,1
enervating,1
surpass,2
tatters,3
huge,4
humanize,1
tilt,1
brandishest,1
harley,1
stupifaction,1
quenched,1
maw,1
corruptest,1
appease,2
wars,1
pursu,1
consciences,1
unravel,1
merriest,1
band,3
equalled,1
formidably,1
thunderbolt,3
broughtest,2
superficial,2
constable,2
consoled,1
ministerial,1
celebrations,1
prompted,1
classed,2
enchanting,1
reflectioning,1
whiten,2
preferments,1
damsels,2
promiscuous,1
demonology,1
treatise,1
bumkinly,1
tempests,1
remit,2
ab,3
gray,1
accomplices,6
cursedly,2
audit,2
sympathetic,1
loll,1
smithfield,1
devills,1
pyeball,1
dictorial,1
ranged,1
ruff,1
whey,1
drums,1
downs,1
gentility,1
painter,1
discerned,1
counterscarp,1
kennet,1
blackwell,2
clark,4
suggests,1
healths,1
wulde,2
cum,5
willin,1
demonstrates,3
boundless,2
humanized,1
delivering,3
unstrained,1
slackening,1
flitting,2
apoplectical,1
impostures,1
importing,2
viz,2
murderers,1
perjury,2
vipers,1
sham,1
weaning,4
sarmatians,3
ambrose,11
pining,2
primarily,3
dunstan,7
groan,7
breaths,1
foreheads,1
lyes,1
tossing,1
improves,1
ensnaring,1
assay,1
miseries,2
clarissas,1
philomela,1
treasury,1
bellmen,1
benson,1
impeding,1
job,8
molten,1
importune,1
wretchedness,2
poker,1
dries,1
edged,1
panes,1
candle,3
tiles,3
tangled,1
guggle,1
churned,1
hogshead,3
spikes,3
meagre,3
atoned,2
remuneration,1
boxes,3
closets,2
exultings,1
inestimable,4
holdest,1
maledict,1
hen,1
elbowing,1
whips,2
obscene,6
clouterly,1
hums,1
haws,1
neckcloth,1
unfair,1
vestal,1
stout,1
joke,4
pipes,1
wheezing,1
housewife,4
penalty,1
blighted,2
glover,2
intermeddle,1
infamously,1
inverted,3
comma,3
volatility,2
proficient,1
supplies,4
offerer,1
baser,1
sciences,1
sensuality,1
playford,3
petits,1
inability,2
wolsey,1
dogmas,1
exhortation,1
arrow,1
dissertation,1
revenging,1
qui,9
soundest,1
prophets,1
abasing,1
importuned,1
candidate,1
glancing,2
anathematize,1
stived,1
brays,1
organ,2
anchor,1
repinings,2
poureth,1
entertains,2
greediness,1
abbey,4
comfortings,6
recanting,3
slowest,3
betimes,3
chuckled,1
athenais,1
theodosius,2
cordelia,1
hamlet,1
assuage,1
drought,1
bushy,2
arched,1
clarisa,1
lamentably,1
repairest,1
incommoded,1
contrarily,2
drowsiness,2
claret,3
godlike,2
pomfret,2
clay,2
cherubiming,1
losses,3
assumest,1
underbred,1
lees,1
eclaircissement,1
indispositions,1
surgery,1
prettiness,2
rowed,2
chelsea,1
recalling,2
molester,1
unresented,1
derham,1
newer,1
conveys,2
penances,1
antigua,1
beatified,1
arbiter,1
capitulating,3
phraseological,1
omitting,2
epithet,1
quarles,1
goeth,3
treateth,1
albeit,3
nobilitas,1
virtus,6
uv,1
nefas,1
nullus,1
writeth,1
requireth,1
blackener,1
founds,1
chary,1
flanked,1
lumbering,2
minutenesses,1
tragi,1
hy,1
uncompanionable,1
howard,1
marries,1
pricking,1
snubs,1
dimness,3
irreproachable,1
unsteadying,1
reverential,1
sensations,1
outsettings,1
hominum,2
rebus,2
patrons,1
enamelled,4
penmanship,1
quid,1
discere,1
errore,1
vitio,1
mos,1
tergo,1
misleaders,1
patior,1
telis,1
vulnera,1
optimus,2
ager,1
fatis,1
leniter,1
mens,1
rit,1
adversis,1
mariners,1
protrasse,1
leoni,1
jovial,1
cineres,1
officio,1
vultum,1
umbra,1
tremor,2
lightening,1
blaspheme,1
subscriptive,1
iced,1
congealment,1
boson,1
stigma,1
inhabit,1
bohemia,1
fumbled,1
excratious,1
towel,1
obstropulous,1
duncical,1
movingly,1
conquerors,4
celerity,1
punctually,2
bellow,1
stockingless,1
limber,1
strumpets,1
squalid,1
intemperance,2
diffusive,3
garon,1
stench,1
cartilages,1
lanced,1
trough,1
sewers,1
albans,1
handles,1
casket,1
betokened,1
illinc,2
aude,2
auditors,1
pastor,1
imbursement,2
lineage,1
reverent,1
expended,1
callings,1
hon,1
defray,1
oracles,1
anniversarily,1
retributive,3
soup,1
gallipots,1
boluses,1
cephalic,1
amending,1
grizzled,1
germany,2
impolitical,1
hammered,1
fanciest,1
closest,1
affable,1
domesticates,1
criterion,1
frequented,2
mule,1
rochester,1
disciple,1
crotchets,1
distinguishedly,1
correctness,1
cloath,1
tompkins,1
operative,1
javelin,1
carking,1
accomplishment,1
immorality,1
readings,1
valetudinarian,1
exceedings,1
timor,1
drudge,1
poring,1
electoral,1
empiric,2
novelties,1
gainers,1
tuscany,1
exhibition,1
valets,1
ninth,1
hirelings,1
dexterous,1
concerts,1
celestials,1
lavishing,1
bequeathing,1
hippolitus,1
siloam,1
justissimus,1
diis,1
fillets,1
athenians,1
tractant,1
alii,1
terroribus,1
thebes,1
transgressor,1
cupidity,1
transactions,1
other,1539
almost,161
whatsoever,23
title,69
language,47
english,50
history,71
lady,1875
nine,47
life,772
preface,8
between,586
two,826
ladies,313
interesting,29
invention,33
secret,95
from,4210
sex,508
infidels,1
man,2614
propose,82
gayer,3
enough,457
well,1534
works,330
some,1257
characters,61
exercise,21
practicable,3
principle,51
setting,63
observation,72
specially,1
proposed,130
so,6028
laudably,4
divested,4
self,177
greater,232
reproachable,1
deal,193
purified,7
woman,821
there,1603
second,144
what,4691
youthful,5
uncertainty,18
fate,95
can,2446
unmoved,3
preferring,12
has,2896
light,187
its,433
rather,465
vehicle,11
heroine,12
manners,76
son,97
sen,5
sister,875
discretion,57
education,90
charlotte,100
elias,4
doleman,35
moore,148
keeper,11
captain,301
horton,34
infamous,22
dorcas,282
letter,2986
together,280
insolent,61
receiving,53
expedient,58
alarmed,33
reply,44
fortescue,16
estate,197
thoughts,156
answer,722
last,932
satirical,2
reflects,11
takes,86
desire,237
ruin,107
breathes,2
high,266
summons,8
rosebud,21
policy,19
rogue,39
rallying,7
readily,30
considered,113
interrupted,65
sort,154
unnatural,25
scotland,17
insults,54
disturbed,33
am,2613
distinguished,35
sufferer,36
diggs,1
fever,27
yesterday,115
went,379
entirely,97
spoke,84
lay,194
helped,36
bound,59
sliding,9
happy,554
blaze,14
event,66
sides,35
rest,245
insinuate,4
anything,28
heard,465
pursue,77
methods,51
directresses,1
lead,62
oblige,194
send,342
testator,3
sincerity,55
sparing,7
myself,1488
hear,391
jealousy,26
happen,121
recite,5
busied,6
goodness,95
admired,55
elegant,16
somebody,61
air,226
spoken,43
complacency,5
wondered,42
unwilful,1
slights,15
truly,171
came,518
dissatisfied,29
surely,203
directed,70
unexceptionable,20
agreed,51
proved,45
pitch,10
persisting,4
disinclination,1
negatives,3
circumstances,141
values,22
seem,153
t,562
obliged,390
alter,27
profoundly,2
town,290
regretted,12
niece,150
moment,331
unhappily,29
strange,198
deliberation,17
form,107
better,617
conversing,7
controul,59
child,305
mistresses,10
importunity,10
grounded,17
desired,160
scruple,49
acknowledged,59
kept,167
met,189
unless,126
assigned,4
assuring,10
affectation,34
offence,97
oftentimes,5
avowed,41
equal,82
gained,32
ll,269
otherwise,170
depreciate,5
causing,4
affrontive,2
loose,31
newelty,1
signified,19
hinted,100
reside,12
door,314
business,118
hands,409
bay,3
three,311
swear,34
locked,29
vowing,7
decision,6
renewed,27
commanded,24
expressing,24
fully,24
avert,8
unexpectedly,5
fallen,57
voyages,2
gift,7
proportion,16
impugn,1
bequests,6
disputed,7
hour,330
times,248
consult,12
disguises,13
dislikes,11
active,51
mingled,36
moulded,2
prosecute,26
sit,134
dispatching,4
blown,20
satisfied,114
cares,21
servants,159
concession,22
solemnity,30
advised,23
prohibited,19
tis,205
chariot,93
indies,4
mock,10
five,89
begged,43
independent,37
gainsaying,1
obedience,57
disoblige,19
compelling,3
inclination,71
shock,31
belongs,14
husbandry,3
harden,16
witchcrafts,2
cheerful,45
ends,47
footman,19
qualifyings,2
floor,21
subtilty,2
endanger,7
dispute,30
conform,7
offend,23
rebellion,4
condescend,28
lane,16
runs,29
favourites,4
suspected,51
prior,14
prove,43
launched,5
continuing,14
surmise,10
entertainment,10
arrogance,16
merited,7
keeps,27
constitutions,5
consists,6
advise,91
brimmed,1
standing,38
dangling,3
foil,4
ceremony,83
hundred,89
aforehand,8
romans,2
averment,3
prevailed,90
perverse,71
laudable,32
deepest,15
steadiest,2
blamable,13
equivalent,8
remarkable,5
curse,147
indifferent,66
glows,6
suspense,42
indicative,1
ignorant,18
retires,2
enterprising,14
princes,12
domestic,18
fortunes,72
souls,36
admire,57
mad,40
matched,1
drawbacks,1
purport,6
until,20
obviate,16
rents,6
incident,11
questioning,7
foolish,95
pocket,35
dine,27
mortifying,15
sought,33
echoed,3
die,156
resist,20
insist,73
wealthy,2
wears,6
intrigues,4
compliances,3
thwart,1
titled,2
blow,32
transcribing,5
interruptions,3
fresh,50
paper,85
entangled,19
immovable,10
thirty,27
sacred,52
sleepless,4
mingle,17
silken,9
bridle,5
despicable,18
propriety,16
overtopped,1
practising,3
fifty,35
aggravated,12
affectionately,4
vast,19
big,17
officiously,10
blew,7
shutting,8
posture,8
shorey,22
moving,39
overwhelmed,11
wet,16
undergo,10
costs,24
preserve,68
palm,9
uneasiness,43
prohibitions,9
talking,34
stern,2
flinging,4
dined,14
acknowledge,49
peremptoriness,3
arbitrary,2
monster,14
boldly,8
availed,1
cruelty,51
chuse,2
averse,25
contumacious,1
magistracy,3
indiscreet,12
replies,1
captivates,2
directions,34
softened,12
disobedience,9
jealousies,3
verified,4
wont,13
tried,72
meanly,22
heartily,83
pursuit,25
informs,10
effort,40
apprised,1
entreated,6
respecting,16
dividing,6
perfected,2
becoming,14
disgusts,4
pleading,12
insupportable,6
significantly,5
remain,39
alleviation,6
tired,36
shadow,24
entangle,3
caught,37
cutting,10
dryden,13
aggravations,5
regularity,5
foreign,15
tyrannically,2
billet,19
acquaintances,4
proclaimed,1
stress,3
disobliged,12
enviously,2
fleer,2
remedy,10
florence,20
loud,17
aches,7
complains,15
superscription,11
hardships,9
conquered,5
verbal,12
handsomely,19
rencontre,1
prodigy,1
prodigies,1
level,13
risible,1
recovering,24
spiteful,19
malicious,5
badness,1
lecture,4
owes,14
constitutional,8
flippancy,2
duel,6
dirty,12
familiarly,8
effects,84
acquired,8
wrings,4
rewarded,22
excusably,2
ingeniously,1
sick,75
messages,9
doctrine,23
miscreant,12
aggravate,15
colleges,2
upper,16
perfections,26
whining,26
behaving,7
interior,2
uncompelled,1
watched,21
coaches,5
eternally,11
discernibly,1
cursed,162
blundering,5
nemesis,2
jilted,1
terrenely,1
playing,18
contemptible,16
couldst,24
shackles,7
adopt,2
stormy,6
variously,1
tarpaulin,1
anabella,3
prescribing,8
throne,9
persecuted,21
paddock,5
giants,2
grandeur,11
harmony,9
virtues,24
field,8
improvement,11
